,StudentID,Preferences,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,V_Score,R_Score,A_Score,K_Score,Preferred_Style,Visual,Auditorial,Reading,Kinesthetic
162,163,"K, R, V",1.0,1.0,1.0,1.0,0.75,0.0,0.25,1.0,1.0,0.75,0.25,0.75,1.0,1.0,1.0,1.0,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.25,7.25,2.5,2.75,7.0,V,0.8055555555555556,0.55,0.8333333333333334,0.6818181818181818
163,164,"A, K, R",1.0,0.5,1.0,1.0,0.5,1.0,0.75,0.0,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.25,0.5,1.0,0.25,0.25,0.5,1.0,0.75,1.0,0.75,0.5,0.5,0.25,2.75,3.0,4.5,6.75,K,0.3611111111111111,0.9,1.0,0.6590909090909091
164,165,"A, K, V",0.75,1.0,0.75,0.75,1.0,0.5,0.5,0.75,0.75,0.75,0.25,0.5,0.25,1.0,0.5,0.75,0.5,0.0,1.0,0.5,1.0,1.0,0.75,0.75,1.0,1.0,0.5,0.75,6.5,1.5,4.0,6.5,"V, K",0.7222222222222222,0.8,0.5,0.6818181818181818
165,166,"R, K",1.0,0.5,1.0,1.0,0.75,0.5,1.0,0.0,0.5,0.25,0.75,1.0,0.75,1.0,0.0,0.0,0.25,1.0,0.5,0.5,0.5,0.5,0.25,1.0,0.0,0.25,0.25,0.75,2.0,3.0,2.25,8.0,K,0.2777777777777778,0.45,1.0,0.7272727272727273
166,167,"R, K",1.0,0.5,0.75,1.0,0.0,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.5,0.5,0.25,1.0,0.5,0.25,0.0,0.5,0.5,1.0,0.5,0.75,0.5,0.75,3.75,2.75,3.0,7.75,K,0.4166666666666667,0.6,0.9166666666666666,0.7045454545454546
167,168,"R, A",0.5,0.5,0.5,0.75,0.75,1.0,0.5,0.5,0.25,0.25,0.0,0.25,0.0,0.25,0.75,0.5,0.25,1.0,0.25,0.25,0.5,0.75,0.75,0.75,1.0,0.0,0.25,0.0,3.75,2.25,4.25,2.75,0.75,0.4166666666666667,0.85,0.75,0.25
168,169,V,0.25,0.75,0.25,0.5,0.75,0.5,0.25,0.5,0.5,0.5,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.25,0.5,1.0,1.0,0.25,0.5,1.0,0.25,0.25,0.75,0.5,6.25,1.0,2.5,5.0,V,0.75,0.5,0.3333333333333333,0.45454545454545453
169,170,"R, K",0.5,0.25,0.25,1.0,1.0,0.25,0.5,0.75,1.0,0.75,1.0,0.5,0.75,1.0,0.5,0.5,0.0,1.0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.25,0.75,3.5,2.25,2.25,7.75,K,0.3888888888888889,0.45,0.75,0.7954545454545454
170,171,"R, V",0.5,0.0,1.0,1.0,1.0,0.5,0.25,0.75,0.5,0.5,0.25,0.5,1.0,0.0,0.25,0.75,1.0,1.0,1.0,0.75,0.75,0.5,0.75,1.0,0.75,0.75,1.0,0.0,6.25,3.0,3.5,4.75,V,0.6944444444444444,0.7,1.0,0.4772727272727273
171,172,"V, A",0.25,0.75,0.5,0.0,0.5,1.0,0.25,1.0,0.25,0.75,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,1.0,0.75,0.75,0.75,0.0,0.75,0.25,5.5,0.75,4.25,3.25,V,0.7222222222222222,0.85,0.25,0.29545454545454547
172,173,"V, A, R, K",1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.75,1.0,1.0,0.75,0.75,0.75,0.75,0.75,1.0,0.5,1.0,1.0,0.5,7.0,3.0,3.0,8.5,K,0.8333333333333334,0.7,1.0,0.8181818181818182
173,174,K,0.75,0.25,0.75,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.75,0.0,0.5,0.5,0.5,1.0,0.5,0.25,0.75,0.5,0.5,0.75,0.25,0.75,0.25,0.5,3.5,1.75,2.5,7.25,K,0.3888888888888889,0.5,0.5833333333333334,0.7045454545454546
174,175,"K, V, R, A",1.0,0.75,0.75,1.0,1.0,0.75,1.0,1.0,0.75,0.75,1.0,1.0,0.75,1.0,0.75,0.5,1.0,1.0,1.0,0.75,0.5,0.75,0.75,0.75,0.75,0.75,1.0,1.0,7.25,2.75,3.75,10.0,K,0.8055555555555556,0.75,0.9166666666666666,0.9090909090909091
175,176,"K, R",0.75,0.75,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.75,1.0,0.75,1.0,1.0,0.5,0.25,0.25,0.5,0.75,0.0,0.25,0.25,0.75,0.5,0.5,0.5,1.0,0.75,3.75,1.5,2.0,9.0,K,0.4166666666666667,0.5,0.6666666666666666,0.8181818181818182
176,177,"R, K, A, V",0.5,0.75,1.0,0.75,1.0,1.0,0.5,0.5,1.0,1.0,0.75,0.75,0.75,0.75,0.0,0.75,1.0,1.0,0.25,1.0,0.75,0.75,0.75,0.75,1.0,0.0,0.75,0.5,5.75,2.75,4.25,7.5,K,0.6388888888888888,0.85,0.9166666666666666,0.6818181818181818
177,178,"R, K, V, A",1.0,0.5,1.0,0.75,0.0,0.5,0.5,1.0,0.75,0.75,0.5,1.0,0.75,0.75,0.75,1.0,0.75,1.0,0.25,1.0,1.0,0.75,0.75,0.75,1.0,0.5,0.75,1.0,7.0,2.75,3.25,7.0,"V, K",0.7777777777777778,0.75,0.9166666666666666,0.6818181818181818
178,179,0.75,0.75,0.75,0.0,1.0,0.5,0.0,0.25,0.5,0.25,0.5,0.5,0.75,0.75,0.5,0.5,1.0,0.25,0.75,0.5,0.0,0.75,0.75,0.5,1.0,1.0,0.5,0.25,0.5,4.5,1.75,3.25,5.75,K,0.5,0.65,0.5833333333333334,0.5227272727272727
179,180,0.75,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.25,0.5,0.5,0.5,0.0,0.75,0.75,0.5,0.0,1.0,0.25,0.25,0.75,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.25,4.25,1.25,3.0,5.25,K,0.4722222222222222,0.8,0.4166666666666667,0.4772727272727273
180,181,"K, R, A",0.0,0.0,0.75,0.5,0.5,0.75,0.25,0.5,0.25,1.0,0.75,0.5,1.0,1.0,0.5,0.75,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.25,0.75,1.0,0.5,1.0,3.5,2.25,2.75,6.75,K,0.5,0.65,0.75,0.6590909090909091
181,182,"A, R, K, V",1.0,1.0,1.0,1.0,0.75,1.0,0.25,0.5,1.0,0.75,0.5,0.75,0.0,1.0,0.75,1.0,0.75,1.0,1.0,0.5,0.75,0.25,0.75,0.5,1.0,0.75,1.0,0.75,7.25,3.0,3.5,7.5,K,0.8055555555555556,0.7,1.0,0.6818181818181818
182,183,"V, R",0.25,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.25,0.25,0.25,0.5,0.25,0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.75,0.5,0.25,0.5,0.75,0.5,0.75,0.0,7.0,3.0,2.0,3.5,V,0.7777777777777778,0.4,1.0,0.3181818181818182
183,184,R,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.75,0.0,0.5,0.75,1.0,0.75,0.5,0.0,0.75,0.0,0.25,0.5,0.75,0.5,0.0,0.0,0.25,0.25,0.75,3.5,2.0,1.75,6.25,K,0.3888888888888889,0.35,0.6666666666666666,0.5681818181818182
184,185,R,0.5,0.0,0.75,0.75,0.5,0.0,0.5,1.0,0.5,0.25,0.5,0.5,0.0,0.75,0.5,0.25,0.0,0.5,0.0,0.75,0.0,0.25,0.25,0.75,0.25,0.0,0.75,0.25,3.25,2.0,1.5,3.75,K,0.3611111111111111,0.3,0.6666666666666666,0.38636363636363635
185,186,V,0.0,0.5,0.5,0.25,0.0,0.25,0.5,0.0,0.0,0.25,0.5,0.75,0.0,0.5,0.5,1.0,0.75,0.5,0.5,0.25,1.0,0.0,0.0,0.25,0.5,0.0,1.0,0.5,5.5,0.75,1.0,3.0,V,0.6111111111111112,0.2,0.4166666666666667,0.2727272727272727
186,187,"K, R, V, A",0.5,1.0,1.0,0.5,0.75,0.75,1.0,1.0,0.75,0.75,0.5,1.0,0.75,0.5,0.75,0.5,0.75,1.0,0.75,0.75,1.0,0.25,1.0,1.0,0.0,0.25,0.75,0.5,6.75,2.5,3.0,6.75,"V, K",0.8055555555555556,0.6,0.8333333333333334,0.6590909090909091
187,188,"A, V, K",0.75,0.25,0.25,0.5,1.0,0.75,0.75,0.75,0.75,0.25,0.75,0.75,1.0,0.75,0.75,1.0,1.0,0.25,0.75,1.0,0.75,0.75,0.5,1.0,0.0,1.0,1.0,0.75,7.25,0.5,2.5,8.5,K,0.8055555555555556,0.6,0.3333333333333333,0.7727272727272727
188,189,"R, K, V",0.0,0.0,0.75,1.0,0.75,0.5,0.5,0.25,1.0,1.0,1.0,0.5,1.0,0.75,1.0,0.75,0.5,0.75,0.5,1.0,0.75,0.75,0.25,0.25,0.5,0.0,0.75,1.0,5.5,2.5,2.25,7.0,K,0.6111111111111112,0.45,0.8333333333333334,0.6818181818181818
189,190,"V, A, K, R",0.25,0.75,0.75,0.5,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.75,1.0,1.0,0.75,1.0,0.5,0.75,0.5,1.0,0.75,0.5,0.75,0.25,0.75,0.75,1.0,7.25,1.25,3.25,9.0,K,0.8055555555555556,0.65,0.5833333333333334,0.8181818181818182
190,191,0.75,0.5,0.5,0.5,0.5,0.5,1.0,0.75,0.5,0.5,0.5,0.0,0.25,0.25,0.5,0.0,0.5,0.0,0.5,0.75,0.0,0.5,0.75,1.0,1.0,1.0,0.75,0.5,0.5,2.25,1.5,4.75,4.5,0.75,0.3611111111111111,0.95,0.5,0.45454545454545453
191,192,V,0.25,1.0,0.0,0.5,0.75,0.0,0.25,1.0,0.75,0.5,0.5,0.75,1.0,0.5,1.0,0.75,0.5,0.0,0.75,1.0,0.25,0.75,0.5,0.5,0.0,0.5,0.75,0.5,7.0,0.5,1.75,6.25,V,0.7777777777777778,0.35,0.16666666666666666,0.5681818181818182
192,193,V,0.0,1.0,0.5,0.5,0.25,0.25,0.25,0.75,0.0,0.75,0.75,0.25,0.0,0.5,1.0,1.0,0.75,0.25,1.0,0.75,0.75,0.0,0.25,0.75,0.0,0.5,1.0,0.5,8.0,1.25,1.25,3.75,V,0.8888888888888888,0.25,0.4166666666666667,0.3409090909090909
193,194,"V, R",0.5,0.75,1.0,0.75,0.0,1.0,0.0,0.0,0.5,0.75,0.0,0.25,0.5,0.75,0.75,0.75,1.0,0.25,0.75,0.0,1.0,0.0,0.75,0.5,0.0,0.75,0.75,0.5,5.75,2.0,2.25,4.0,V,0.6388888888888888,0.45,0.6666666666666666,0.4090909090909091
194,195,R,0.0,0.5,0.0,0.75,0.0,0.75,0.75,0.5,0.25,0.5,0.25,0.25,0.0,0.75,0.0,0.75,0.5,1.0,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.0,3.0,1.75,2.0,3.25,K,0.3888888888888889,0.4,0.5833333333333334,0.29545454545454547
195,196,"V, A, R, K",0.25,1.0,0.75,0.75,1.0,0.75,0.75,1.0,0.25,0.25,1.0,0.75,1.0,0.75,0.75,1.0,0.75,0.5,1.0,0.75,1.0,0.5,0.75,0.5,0.5,0.5,1.0,0.75,8.25,1.5,3.0,7.25,V,0.9166666666666666,0.6,0.6666666666666666,0.6590909090909091
196,197,"V, R, K, A",0.75,0.5,0.75,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.0,1.0,0.75,0.75,0.75,1.0,0.5,0.75,0.75,1.0,0.5,0.75,1.0,1.0,1.0,0.75,0.75,1.0,6.25,2.5,4.75,8.25,K,0.75,0.95,0.8333333333333334,0.75
197,198,"R, A",0.75,0.75,0.75,1.0,0.0,0.75,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.25,1.0,0.25,0.5,0.5,0.5,0.5,0.75,1.0,1.0,1.0,0.75,0.0,0.75,0.5,4.75,2.25,4.5,3.75,V,0.5833333333333334,0.9,0.75,0.3409090909090909
198,199,R,0.5,0.0,1.0,1.0,0.25,0.5,0.0,0.0,0.25,0.75,0.5,0.25,0.5,0.5,0.25,0.0,0.5,0.75,0.5,0.5,0.75,0.5,0.0,0.25,0.75,0.5,0.5,0.5,3.0,2.75,1.5,4.5,K,0.3333333333333333,0.4,0.9166666666666666,0.4090909090909091
199,200,"V, R",0.5,0.75,0.75,0.5,0.5,0.5,0.0,1.0,0.25,0.5,0.25,0.75,0.25,0.25,1.0,0.75,0.0,0.5,0.75,0.25,1.0,1.0,0.5,0.5,0.75,0.0,1.0,0.75,6.5,1.75,3.25,3.5,V,0.7222222222222222,0.65,0.5833333333333334,0.36363636363636365
200,201,K,0.75,0.25,0.5,0.75,0.75,0.25,1.0,0.0,0.75,0.5,1.0,1.0,0.75,1.0,0.5,1.0,0.25,0.25,0.25,0.25,0.25,0.0,0.5,1.0,0.75,1.0,0.5,0.75,3.25,1.5,2.5,9.25,K,0.3611111111111111,0.5,0.5,0.8409090909090909
201,202,"K, V",1.0,1.0,0.5,0.0,0.25,1.0,0.75,0.75,1.0,0.0,0.75,0.75,0.5,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.75,0.5,0.5,0.25,0.25,1.0,1.0,0.75,8.5,1.0,2.0,7.0,V,0.9444444444444444,0.5,0.3333333333333333,0.6363636363636364
202,203,"R, V, K",0.75,0.75,1.0,0.5,0.25,0.5,0.75,0.25,0.75,0.0,0.75,1.0,0.75,1.0,0.75,0.75,0.75,0.0,1.0,0.75,1.0,0.5,0.75,0.25,0.5,1.0,0.5,0.75,6.5,1.0,2.5,7.75,K,0.7222222222222222,0.5,0.5,0.7045454545454546
203,204,"R, A, K",0.5,0.0,0.75,1.0,0.5,1.0,0.75,0.5,1.0,1.0,0.75,1.0,0.75,0.5,0.25,0.5,0.25,0.75,0.25,0.5,0.5,0.75,1.0,1.0,0.75,1.0,0.0,0.75,2.75,2.5,4.5,8.5,K,0.3055555555555556,0.9,0.8333333333333334,0.7727272727272727
204,205,"R, A, V",0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.75,0.5,0.5,0.0,0.25,0.5,0.75,0.75,0.75,1.0,0.75,0.75,0.5,0.75,1.0,1.0,1.0,0.5,0.5,0.5,0.5,5.75,2.75,4.5,4.0,V,0.6944444444444444,0.9,0.9166666666666666,0.36363636363636365
205,206,K,1.0,0.5,0.75,1.0,1.0,0.25,0.5,0.25,1.0,0.75,1.0,0.75,0.0,0.25,0.5,0.75,0.5,0.5,0.5,0.25,1.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,4.75,2.25,2.0,8.25,K,0.5277777777777778,0.4,0.75,0.75
206,207,"A, V",0.25,0.75,0.5,0.5,0.25,0.5,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.5,1.0,0.75,0.5,0.5,0.75,0.75,0.25,0.25,0.5,0.75,6.5,1.5,2.25,5.0,V,0.7222222222222222,0.55,0.5,0.5
207,208,"K, A, V, R",0.75,0.0,1.0,0.5,0.75,0.75,0.75,1.0,0.0,1.0,0.75,0.75,0.5,0.5,1.0,0.75,0.75,0.75,0.5,0.0,0.5,1.0,0.75,0.75,0.25,0.75,0.5,0.75,4.5,2.25,3.5,6.75,K,0.5555555555555556,0.7,0.75,0.6590909090909091
208,209,"K, A",1.0,0.5,0.75,0.25,0.75,1.0,0.75,0.5,1.0,1.0,0.75,1.0,0.75,1.0,0.5,0.75,0.5,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.25,0.75,4.5,1.25,4.75,9.75,K,0.5555555555555556,0.95,0.4166666666666667,0.8863636363636364
209,210,"A, V, R, K",0.0,0.75,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.5,0.5,0.75,0.0,0.25,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.75,0.5,0.25,1.0,0.5,1.0,6.75,2.75,2.5,6.5,V,0.8055555555555556,0.6,0.9166666666666666,0.6818181818181818
210,211,"V, A, R",0.0,0.0,1.0,0.75,0.25,0.75,0.5,1.0,0.0,0.25,0.25,0.25,0.5,0.5,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.75,0.75,0.5,1.0,0.5,7.5,2.75,4.25,3.0,V,0.8333333333333334,0.85,0.9166666666666666,0.3181818181818182
211,212,"A, R, K, V",0.75,0.75,0.5,1.0,0.75,0.75,1.0,0.0,0.0,0.75,1.0,1.0,1.0,0.5,0.0,0.75,0.75,0.75,0.75,1.0,1.0,0.5,0.75,0.75,0.25,0.75,1.0,0.0,6.0,1.75,3.0,7.5,K,0.6666666666666666,0.6,0.75,0.6818181818181818
212,213,V,0.25,1.0,0.25,0.0,0.25,0.25,0.0,0.0,0.5,0.25,1.0,0.25,0.5,0.5,1.0,1.0,1.0,0.25,0.5,1.0,1.0,0.25,0.5,0.0,0.25,0.25,0.75,0.5,6.75,0.5,1.25,4.25,V,0.8055555555555556,0.25,0.16666666666666666,0.38636363636363635
213,214,"A, V, K, R",1.0,0.5,0.25,1.0,0.75,0.75,0.5,1.0,0.5,0.75,0.5,1.0,0.75,0.75,1.0,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.25,0.75,0.75,0.75,0.5,0.75,7.5,1.25,3.25,8.0,K,0.8333333333333334,0.65,0.4166666666666667,0.7272727272727273
214,215,"K, A",0.75,0.75,0.75,0.25,1.0,0.75,1.0,1.0,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.25,0.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.25,1.0,4.25,1.0,3.75,8.5,K,0.4722222222222222,0.85,0.3333333333333333,0.8181818181818182
215,216,"V, R, A, K",1.0,0.5,1.0,0.5,0.75,1.0,0.5,1.0,0.75,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.75,1.0,0.5,0.75,0.75,1.0,0.75,0.75,1.0,1.0,1.0,6.75,1.75,4.25,9.5,K,0.8055555555555556,0.85,0.75,0.8636363636363636
216,217,"A, R, V, K",1.0,1.0,1.0,0.75,1.0,0.5,1.0,0.75,0.5,1.0,1.0,1.0,0.75,1.0,0.75,0.5,0.0,0.5,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,0.75,6.75,2.25,3.75,8.5,K,0.75,0.85,0.75,0.8181818181818182
217,218,0.75,0.0,0.5,0.25,0.5,0.75,0.5,0.0,0.25,0.5,0.5,0.0,0.5,0.25,0.5,0.25,0.25,0.25,0.75,0.5,0.0,0.25,0.5,0.75,0.0,0.0,0.5,0.5,0.5,2.75,1.0,1.25,3.5,K,0.3055555555555556,0.35,0.5,0.36363636363636365
218,219,"K, V, A",0.75,1.0,0.25,0.5,1.0,0.75,0.75,1.0,0.75,1.0,0.75,1.0,0.5,0.75,0.75,0.75,0.75,0.5,0.75,1.0,0.5,0.5,0.25,1.0,0.75,0.0,0.25,0.0,6.75,1.25,3.25,7.25,K,0.75,0.65,0.4166666666666667,0.6590909090909091
219,220,"V, A",0.25,1.0,0.25,0.5,0.25,1.0,0.75,0.75,0.5,0.25,0.75,0.0,0.5,0.5,0.75,0.75,1.0,0.25,0.5,0.75,1.0,0.75,0.5,0.75,1.0,0.5,1.0,0.0,7.0,1.0,4.0,4.25,V,0.8333333333333334,0.8,0.3333333333333333,0.38636363636363635
220,221,"R, V, K, A",0.75,0.75,1.0,0.75,0.75,1.0,1.0,1.0,0.5,1.0,0.5,0.75,0.75,1.0,1.0,1.0,0.75,1.0,0.5,0.5,1.0,1.0,0.75,0.25,0.75,0.75,1.0,0.75,7.5,2.75,3.75,8.5,K,0.8333333333333334,0.75,0.9166666666666666,0.7727272727272727
221,222,"R, K, V, A",0.75,0.75,1.0,1.0,0.0,0.25,1.0,0.75,1.0,0.75,1.0,0.75,0.75,0.0,1.0,0.75,0.75,0.75,0.25,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.75,1.0,5.5,2.75,2.25,7.75,K,0.6666666666666666,0.55,0.9166666666666666,0.7045454545454546
222,223,"V, R, A",0.5,0.75,0.75,0.0,0.5,1.0,0.5,0.75,0.5,0.0,0.5,0.25,0.75,0.25,0.25,0.5,0.75,0.5,1.0,0.75,0.75,1.0,1.0,0.75,1.0,0.0,0.5,0.75,5.5,0.75,4.75,4.0,V,0.6666666666666666,0.95,0.4166666666666667,0.4090909090909091
223,224,"K, V, A",0.5,0.75,0.75,1.0,0.75,0.0,0.5,0.5,1.0,0.75,0.75,1.0,0.75,0.75,1.0,0.75,0.5,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.75,6.75,2.25,4.0,7.5,K,0.8055555555555556,0.8,0.75,0.7272727272727273
224,225,"R, K, V",1.0,1.0,0.5,0.75,0.75,0.5,0.0,0.75,0.75,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.75,1.0,0.5,1.0,0.0,0.5,0.0,0.25,0.0,0.5,1.0,1.0,6.5,1.75,1.25,8.0,K,0.7222222222222222,0.25,0.75,0.7727272727272727
225,226,"K, A, R",0.0,0.25,0.75,1.0,0.5,0.75,0.75,0.75,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.75,0.5,1.0,0.5,1.0,1.0,1.0,4.0,1.75,3.5,8.75,K,0.5,0.7,0.5833333333333334,0.7954545454545454
226,227,"K, V, R, A",1.0,0.0,0.75,0.75,0.0,0.5,0.5,0.0,1.0,0.5,1.0,0.75,0.75,1.0,0.75,0.25,0.75,0.75,0.5,0.0,0.75,0.75,0.75,1.0,1.0,0.75,1.0,0.0,4.0,2.25,4.0,6.25,K,0.4444444444444444,0.8,0.75,0.6590909090909091
227,228,0.75,0.25,0.75,0.25,1.0,0.0,0.5,0.25,0.0,0.25,0.75,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.25,0.0,0.5,0.0,0.75,0.0,0.75,0.0,0.5,0.0,3.0,1.25,2.0,2.5,V,0.3333333333333333,0.4,0.4166666666666667,0.22727272727272727
228,229,"K, A, V",0.75,1.0,0.0,0.0,0.75,0.75,0.75,0.5,0.75,1.0,0.75,1.0,1.0,0.5,0.0,1.0,0.75,0.5,0.0,0.75,0.5,0.75,0.75,0.5,0.75,1.0,1.0,0.75,5.0,0.5,3.5,9.0,K,0.6111111111111112,0.7,0.16666666666666666,0.8181818181818182
229,230,"V, A",0.5,0.5,0.75,0.25,0.5,0.75,0.5,0.0,0.5,0.75,0.5,0.5,0.0,0.5,1.0,0.75,1.0,0.5,1.0,0.25,0.75,0.75,0.75,1.0,0.75,0.0,1.0,0.0,6.25,1.0,4.0,4.25,V,0.6944444444444444,0.8,0.5,0.38636363636363635
230,231,"K, A",1.0,0.5,0.75,0.25,1.0,0.75,0.5,0.25,0.5,1.0,0.75,0.75,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.25,1.0,1.0,0.75,0.5,1.0,0.5,1.0,4.0,1.5,4.0,7.75,K,0.4444444444444444,0.8,0.5,0.7954545454545454
231,232,"V, K",0.5,1.0,0.0,0.5,0.25,0.0,1.0,0.0,0.75,0.25,1.0,1.0,1.0,0.25,1.0,0.75,0.75,0.5,0.5,1.0,1.0,0.5,0.5,0.75,0.0,1.0,0.75,0.5,6.75,1.0,1.75,6.5,V,0.75,0.35,0.3333333333333333,0.6818181818181818
232,233,"V, R",0.25,1.0,0.75,1.0,0.75,0.75,0.5,1.0,0.25,1.0,0.5,0.5,0.5,0.5,0.5,0.75,1.0,1.0,0.5,0.75,0.25,0.25,0.5,0.25,0.5,0.5,0.75,0.25,6.5,2.75,2.25,5.0,V,0.7222222222222222,0.45,0.9166666666666666,0.5
233,234,"A, R",0.25,0.25,0.75,0.5,0.0,1.0,0.0,0.5,0.75,0.5,0.5,0.5,0.75,0.25,0.0,0.5,0.5,1.0,0.25,0.25,0.5,0.75,0.0,0.75,1.0,1.0,0.5,0.75,3.25,1.75,3.5,5.25,K,0.3611111111111111,0.7,0.75,0.4772727272727273
234,235,"V, K, R, A",0.75,1.0,1.0,0.5,0.25,0.0,0.25,0.5,1.0,1.0,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.0,1.0,0.75,0.0,0.75,0.75,0.75,0.75,1.0,0.75,0.75,6.5,1.0,3.0,8.5,K,0.7222222222222222,0.6,0.5,0.7727272727272727
235,236,K,1.0,0.75,0.5,0.5,1.0,0.5,0.75,0.5,0.0,1.0,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.25,0.5,0.25,1.0,0.5,0.25,0.5,0.75,0.0,1.0,3.75,1.5,2.75,8.25,K,0.4722222222222222,0.55,0.5,0.75
236,237,"K, A, R, V",0.75,0.75,1.0,1.0,1.0,0.5,1.0,0.5,0.25,1.0,0.75,0.75,1.0,0.75,1.0,0.5,1.0,0.75,0.75,0.75,0.5,0.5,0.75,0.0,0.25,0.5,1.0,0.5,6.75,2.75,1.5,7.75,K,0.75,0.4,0.9166666666666666,0.75
237,238,K,1.0,0.75,0.5,0.5,1.0,0.25,1.0,0.5,1.0,0.75,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.75,0.25,0.5,0.5,0.5,0.25,0.25,0.75,0.5,0.75,4.75,1.0,1.75,9.75,K,0.5277777777777778,0.35,0.3333333333333333,0.8863636363636364
238,239,0.75,0.0,0.5,0.0,0.25,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.25,0.5,0.75,0.5,0.5,0.5,0.25,1.0,0.5,0.75,0.75,0.75,0.75,0.25,0.5,0.75,5.0,0.75,4.0,3.75,V,0.5555555555555556,0.8,0.25,0.3409090909090909
239,240,V,0.5,0.5,0.25,0.25,0.5,0.75,0.0,1.0,1.0,0.25,0.0,0.5,0.75,0.25,0.75,0.0,0.75,0.75,0.75,1.0,0.75,0.25,0.5,0.5,0.5,0.25,0.75,0.5,5.75,1.25,2.5,4.0,V,0.6944444444444444,0.5,0.4166666666666667,0.4090909090909091
240,241,"K, V, A",1.0,1.0,0.25,0.5,0.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.25,0.5,0.75,0.75,0.25,0.75,0.75,0.75,0.75,1.0,0.75,8.0,1.0,3.5,7.5,V,0.8888888888888888,0.7,0.3333333333333333,0.6818181818181818
241,242,"A, V, R, K",0.75,1.0,0.5,1.0,1.0,1.0,0.75,0.75,0.75,0.75,1.0,0.75,0.25,0.75,1.0,0.75,0.75,0.75,0.25,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.75,2.25,5.0,7.75,K,0.75,1.0,0.75,0.7045454545454546
242,243,V,0.5,0.5,0.25,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.25,0.25,0.25,0.75,1.0,0.75,0.0,0.5,1.0,1.0,0.5,0.5,0.75,0.75,0.5,0.25,0.5,0.25,5.0,1.25,2.75,4.25,V,0.6666666666666666,0.65,0.4166666666666667,0.4318181818181818
243,244,"A, K, V",0.5,0.75,0.5,0.25,0.0,0.75,0.5,1.0,0.75,0.5,1.0,0.0,0.75,0.5,0.75,1.0,1.0,0.0,0.5,0.0,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.75,6.5,0.75,4.0,5.0,V,0.7222222222222222,0.8,0.25,0.5454545454545454
